234343491, 926362
750787739667271680, 352
2984266637, 1117
335324325, 1856
3644550263, 1283
155281220, 4843
16778741, 205
2782330551, 3791
807546074, 19
2459721182, 1968
234343491, 926362
828690709947486208, 99
1317187788, 1559
335324325, 1856
1117800338, 64
3644550263, 1283
39938182, 4012
2729352926, 415
301975565, 321
2779471695, 51
234343491, 926362
2822532190, 685
1277211710, 598
335324325, 1856
234343491, 926362
772944547504619520, 382
16951627, 13641
2429391577, 2152
1317187788, 1559
140361284, 206
335324325, 1856
782929346390622208, 78
138898251, 1523
1238529541, 596
1961400811, 217
16778741, 205
205222491, 1044
455120311, 458
234343491, 926362
3088121067, 206
18946843, 775
3644550263, 1283
1883253186, 633
93687642, 139544
631380804, 1290
343890284, 53695
2723823973, 884
524474062, 686
2647350677, 842
4164613763, 1492
56167397, 109
232579939, 1483
777580841744625665, 24555
138898251, 1523
833617943334383616, 375
2980792045, 1426
705461923870056448, 475
858754019233280000, 154
234343491, 926362
611516397, 512
824694785453723648, 74
1380060265, 2167
4143342196, 264
866945985750196224, 74
745330304991301632, 133
2779471695, 51
183166373, 2556
24677397, 1828
2799982050, 200
3189787423, 3970
2785302844, 1634
995229554, 2421
2981298256, 82
1556064595, 444
318401560, 115
166643998, 122
756579313147908097, 449
3314473562, 1418
146302981, 399
1317187788, 1559
411626519, 949
2260515908, 279
314157950, 1193
2497659612, 3641
204906563, 320
234343491, 926362
381846876, 422
1511667156, 1679
124094025, 270
821090793704292352, 1546
327391213, 10810
3080146495, 252
871005554235330560, 2858
1730555150, 6388
833820320, 19024
335324325, 1856
409203792, 8199
1238529541, 596
817877171519758340, 2649
934934046, 65
184581497, 26
2779471695, 51
4845707823, 1404
2764930439, 15
130085117, 13
268913086, 2604
155281220, 4843
1552762753, 106
3063892271, 10271
474277636, 182
85735277, 87
3314473562, 1418
2543569700, 2928
331348102, 371
75572049, 100
108708222, 10411
11016492, 238
162635269, 1602
234343491, 926362
109061339, 1614
1453500098, 940
124094025, 270
147962904, 773
2872117306, 397
3080146495, 252
871005554235330560, 2858
1730555150, 6388
67248879, 1458
335324325, 1856
4633427021, 22
2779471695, 51
2472901279, 96
130085117, 13
762117391178428417, 75
1552762753, 106
2995050694, 521
4708876276, 25
210482388, 369
23423729, 466
34298841, 4072
534923058, 889
391983270, 273
492607392, 3284
3513034936, 714
473101382, 93
4193359816, 8
381552126, 44
702507878230462464, 1007
29685206, 187
234343491, 926362
816068392482467841, 31
3127297407, 578
2381050116, 3
469389172, 260
2512040634, 2112
392663293, 409
2862608723, 878
3088562074, 83
50965086, 18474
2238059143, 275
702796386031562752, 925
58308463, 133
312748934, 5117
1467642992, 50
27729102, 5036
335324325, 1856
3195227999, 162
4865080540, 67
555807956, 6168
1673365596, 616
2982349433, 533
403529515, 997
4806328215, 304
24677397, 1828
2194774701, 93
297318425, 4464
173320942, 770
246706584, 486
391339125, 3063
418665298, 1908
335324325, 1856
2286508460, 122
467381196, 3128
3663962361, 176
787774580, 1530
234343491, 926362
2420752340, 982
2301661885, 211
183355065, 96
9295892, 434
72033497, 1663
253622304, 849
115093921, 448
1551212426, 1780
490790871, 1512
81466145, 196
2459721182, 1968
234343491, 926362
902633383, 1143
3242264027, 46
174180925, 623
2269360674, 846
830055209338621952, 86
62762038, 1268
56947773, 57
429424601, 102
237799110, 13212
2349220764, 86
28832762, 436
51600405, 208
775045029324783616, 194
23054604, 1190
3666872188, 38
90369035, 193
2440751459, 70
973869044, 1060
3114811672, 23
14341194, 164824
3907800406, 98
15286105, 163
612733687, 540
2606972181, 473
450866752, 146
717763487427112960, 65
796816093, 1623
41388754, 8556
855819511450226688, 450
804412139914010624, 382
50529478, 680
292330204, 2063
742466612515721218, 757
127505576, 692
2316380063, 96
1446988932, 3235
5715752, 2166995
760497953505173504, 927
4871479203, 6
721325677971156994, 1725
47199976, 1107
1833496080, 1475
234343491, 926362
825781043991105536, 10
58208502, 7
381846876, 422
17700069, 233
197514472, 1207
2840583521, 54
4228729633, 13
938943542, 1256
4741313363, 42
376644535, 1990
2588151718, 449
847870350406955008, 1
266664975, 11025
2344913904, 3647
3080146495, 252
335324325, 1856
131574536, 602
855058797840269312, 15
22896061, 145
3088121067, 206
307214153, 1076
871338215193669633, 1
31424695, 497
1899486349, 8167
64377390, 3072
1136522773, 1678
2969405391, 2782
93842616, 405
48984546, 1067
1500783956, 2
178731620, 21683
3055225839, 21
1329745405, 654
755418188477792256, 1526
2575222823, 75
330212296, 67
27458689, 8
823845450, 64
64377390, 3072
815241883626520577, 1918
484872794, 7023
204801123, 805
2779471695, 51
234343491, 926362
210754487, 4520
425743569, 64
335324325, 1856
2934082261, 188
2782330551, 3791
